EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E599,Grayson Chin,Vice President,IT,Research & Development,Male,Asian,30.0,2020-05-09,256561.0,39% ,United States,Austin,Still Working
E600,Allison Espinoza,Solutions Architect,IT,Speciality Products,Female,Latino,49.0,2020-04-16,66958.0,0% ,United States,Miami,Still Working
E601,Naomi Chu,Sr. Manger,Sales,Manufacturing,Female,Asian,50.0,2004-02-29,158897.0,10% ,China,Chongqing,Still Working
E602,Jameson Martin,Technical Architect,IT,Corporate,Male,Caucasian,41.0,2008-02-15,71695.0,0% ,United States,Phoenix,Still Working
E603,Sebastian Gupta,Sr. Analyst,Marketing,Corporate,Male,Asian,44.0,2014-09-22,73779.0,0% ,China,Chongqing,2019-05-09
E604,Eloise Pham,Manager,Sales,Speciality Products,Female,Asian,49.0,2011-10-20,123640.0,7% ,China,Shanghai,Still Working
E605,Valentina Davis,Analyst,Sales,Speciality Products,Female,Caucasian,37.0,2014-04-13,46878.0,0% ,United States,Miami,Still Working
E606,Brooklyn Daniels,Analyst,Marketing,Speciality Products,Female,Caucasian,68.0,2003-02-10,57032.0,0% ,United States,Miami,Still Working
E607,Paisley Gomez,Sr. Analyst,Sales,Manufacturing,Female,Latino,61.0,2007-10-02,98150.0,0% ,Brazil,Rio de Janerio,Still Working
E608,Madison Li,Director,Marketing,Manufacturing,Female,Asian,39.0,2017-03-06,171426.0,15% ,China,Beijing,2017-09-22
E609,Everleigh Simmons,Analyst,Finance,Manufacturing,Female,Caucasian,59.0,2021-04-16,48266.0,0% ,United States,Chicago,Still Working
E610,Logan Soto,Vice President,Finance,Research & Development,Male,Latino,40.0,2018-08-18,223404.0,32% ,United States,Columbus,Still Working
E611,Charlotte Vo,System AdministratorÊ,IT,Speciality Products,Female,Asian,61.0,2014-01-10,74854.0,0% ,United States,Seattle,Still Working
E612,Alice Thompson,Vice President,Accounting,Speciality Products,Female,Caucasian,52.0,2007-04-25,217783.0,36% ,United States,Seattle,Still Working
E613,Peyton Garza,Systems Analyst,IT,Manufacturing,Female,Latino,57.0,2004-08-15,44735.0,0% ,Brazil,Manaus,Still Working
E614,Nora Nelson,Analyst II,Finance,Manufacturing,Female,Caucasian,45.0,2007-01-09,50685.0,0% ,United States,Columbus,Still Working
E615,Maverick Li,Analyst II,Sales,Research & Development,Male,Asian,38.0,2018-03-10,58993.0,0% ,United States,Austin,Still Working
E616,Ian Barnes,Operations Engineer,Engineering,Corporate,Male,Caucasian,51.0,2020-06-08,115765.0,0% ,United States,Miami,2021-02-02
E617,Athena Vu,Director,Accounting,Manufacturing,Female,Asian,67.0,2007-03-06,193044.0,15% ,United States,Miami,Still Working
E618,Ruby Washington,Analyst,Marketing,Research & Development,Female,Black,69.0,2011-06-17,56686.0,0% ,United States,Seattle,2015-06-09
E619,Bella Butler,Sr. Manger,Finance,Manufacturing,Female,Black,37.0,2019-10-25,131652.0,11% ,United States,Seattle,Still Working
E620,Kinsley Henry,Director,Marketing,Manufacturing,Female,Black,49.0,2008-02-29,150577.0,25% ,United States,Miami,Still Working
E621,Kennedy Romero,Engineering Manager,Engineering,Research & Development,Female,Latino,41.0,2018-12-27,87359.0,11% ,Brazil,Rio de Janerio,Still Working
E622,Zoe Do,Analyst II,Sales,Speciality Products,Female,Asian,64.0,2014-01-08,51877.0,0% ,China,Beijing,Still Working
E623,Everett Khan,Solutions Architect,IT,Manufacturing,Male,Asian,47.0,2017-01-18,86417.0,0% ,United States,Chicago,Still Working
E624,Anna Han,System AdministratorÊ,IT,Research & Development,Female,Asian,69.0,2003-05-08,96548.0,0% ,United States,Austin,Still Working
E625,Leilani Sharma,Sr. Analyst,Accounting,Manufacturing,Female,Asian,47.0,2014-01-23,92940.0,0% ,China,Chengdu,Still Working
E626,Jordan Cho,Analyst II,Accounting,Speciality Products,Male,Asian,32.0,2018-08-24,61410.0,0% ,United States,Phoenix,Still Working
E627,Nova Williams,Manager,Finance,Speciality Products,Female,Black,65.0,2010-04-25,110302.0,6% ,United States,Miami,Still Working
E628,Scarlett Hill,Director,Engineering,Speciality Products,Female,Black,49.0,2018-04-22,187205.0,24% ,United States,Columbus,2022-06-20
E629,Dominic Scott,Sr. Analyst,Sales,Corporate,Male,Caucasian,49.0,2011-03-16,81687.0,0% ,United States,Phoenix,Still Working
E630,Anthony Marquez,Vice President,IT,Speciality Products,Male,Latino,58.0,2009-08-15,241083.0,39% ,United States,Columbus,Still Working
E631,Elena Patterson,Vice President,Finance,Speciality Products,Female,Black,42.0,2018-11-09,223805.0,36% ,United States,Chicago,Still Working
E632,Madison Nelson,Director,Accounting,Corporate,Female,Caucasian,31.0,2021-07-16,161759.0,16% ,United States,Miami,Still Working
E633,William Walker,Computer Systems Manager,IT,Research & Development,Male,Black,44.0,2019-02-24,95899.0,10% ,United States,Columbus,2021-03-08
E634,Lincoln Wong,Sr. Analyst,Finance,Corporate,Male,Asian,53.0,2019-06-07,80700.0,0% ,United States,Columbus,Still Working
E635,James Huang,Manager,Human Resources,Speciality Products,Male,Asian,58.0,1997-03-11,128136.0,5% ,China,Beijing,Still Working
E636,Emery Ford,Analyst II,Marketing,Corporate,Female,Caucasian,43.0,2017-04-18,58745.0,0% ,United States,Austin,Still Working
E637,Paisley Trinh,Technical Architect,IT,Corporate,Female,Asian,61.0,1992-05-04,76202.0,0% ,United States,Austin,1994-12-18
E638,Hudson Williams,Vice President,Sales,Speciality Products,Male,Black,40.0,2018-03-19,195200.0,36% ,United States,Austin,Still Working
E639,Harper Phan,Analyst II,Finance,Manufacturing,Female,Asian,49.0,2016-12-07,71454.0,0% ,China,Shanghai,Still Working
E640,Madeline Allen,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,34.0,2020-02-03,94652.0,0% ,United States,Seattle,Still Working
E641,Charles Moore,Technical Architect,IT,Manufacturing,Male,Black,38.0,2016-02-16,63411.0,0% ,United States,Miami,Still Working
E642,Lincoln Fong,Analyst II,Sales,Speciality Products,Male,Asian,35.0,2020-02-17,67171.0,0% ,China,Chongqing,2021-05-01
E643,Isla Guzman,Sr. Manger,Accounting,Speciality Products,Female,Latino,32.0,2019-07-06,152036.0,15% ,Brazil,Rio de Janerio,Still Working
E644,Hailey Foster,Controls Engineer,Engineering,Manufacturing,Female,Black,59.0,2021-03-21,95562.0,0% ,United States,Chicago,Still Working
E645,Hudson Hill,Sr. Analyst,Sales,Research & Development,Male,Caucasian,34.0,2019-11-04,96092.0,0% ,United States,Austin,Still Working
E646,Wyatt Li,Vice President,Engineering,Manufacturing,Male,Asian,67.0,2013-06-03,254289.0,39% ,United States,Chicago,Still Working
E647,Maverick Henry,Computer Systems Manager,IT,Research & Development,Male,Caucasian,30.0,2019-07-10,69110.0,5% ,United States,Chicago,Still Working
E648,Xavier Jackson,Vice President,Marketing,Speciality Products,Male,Caucasian,56.0,2002-06-11,236314.0,34% ,United States,Miami,Still Working
E649,Christian Medina,Analyst,Marketing,Corporate,Male,Latino,55.0,2007-06-19,45206.0,0% ,United States,Columbus,Still Working
E650,Autumn Leung,Vice President,Finance,Research & Development,Female,Asian,29.0,2021-11-15,210708.0,33% ,United States,Chicago,Still Working
E651,Robert Vazquez,System AdministratorÊ,IT,Corporate,Male,Latino,44.0,2021-09-26,87770.0,0% ,United States,Austin,Still Working
E652,Aria Roberts,Manager,Accounting,Corporate,Female,Caucasian,42.0,2015-08-12,106858.0,5% ,United States,Seattle,Still Working
E653,Axel Johnson,Director,Human Resources,Corporate,Male,Caucasian,64.0,2015-04-14,155788.0,17% ,United States,Seattle,Still Working
E654,Madeline Garcia,Sr. Business Partner,Human Resources,Speciality Products,Female,Latino,49.0,2019-04-26,74891.0,0% ,Brazil,Rio de Janerio,Still Working
E655,Christopher Chung,Controls Engineer,Engineering,Corporate,Male,Asian,32.0,2021-12-18,95670.0,0% ,United States,Phoenix,Still Working
E656,Eliana Turner,Account Representative,Sales,Research & Development,Female,Black,69.0,2000-09-29,67837.0,0% ,United States,Austin,Still Working
E657,Daniel Shah,Analyst II,Sales,Research & Development,Male,Asian,45.0,2010-06-04,72425.0,0% ,China,Beijing,Still Working
E658,Penelope Gonzalez,Sr. Analyst,Sales,Corporate,Female,Latino,56.0,1994-10-16,93103.0,0% ,United States,Phoenix,Still Working
E659,Mila Allen,Controls Engineer,Engineering,Corporate,Female,Caucasian,60.0,2015-10-14,76272.0,0% ,United States,Miami,2021-10-22
E660,Emilia Chu,Analyst II,Finance,Manufacturing,Female,Asian,52.0,2003-06-24,55760.0,0% ,United States,Austin,Still Working
E661,Emily Clark,Vice President,Accounting,Corporate,Female,Caucasian,40.0,2020-01-13,253294.0,40% ,United States,Miami,Still Working
E662,Roman King,Analyst II,Finance,Corporate,Male,Caucasian,64.0,2007-08-16,58671.0,0% ,United States,Columbus,Still Working
E663,Emery Do,Account Representative,Sales,Research & Development,Female,Asian,44.0,2018-03-16,55457.0,0% ,United States,Columbus,Still Working
E664,Autumn Thao,Account Representative,Sales,Manufacturing,Female,Asian,67.0,2017-09-26,72340.0,0% ,United States,Phoenix,2019-04-03
E665,Naomi Coleman,Manager,Marketing,Corporate,Female,Caucasian,33.0,2016-11-02,122054.0,6% ,United States,Phoenix,Still Working
E666,Cora Zheng,Director,IT,Manufacturing,Female,Asian,31.0,2018-01-03,167100.0,20% ,China,Chengdu,Still Working
E667,Ayla Daniels,Technical Architect,IT,Corporate,Female,Caucasian,57.0,1997-04-23,78153.0,0% ,United States,Miami,Still Working
E668,Allison Daniels,Manager,Finance,Manufacturing,Female,Caucasian,41.0,2020-04-14,103524.0,9% ,United States,Phoenix,Still Working
E669,Mateo Harris,Manager,IT,Corporate,Male,Caucasian,34.0,2017-08-05,119906.0,5% ,United States,Columbus,Still Working
E670,Samantha Rogers,Analyst,Marketing,Speciality Products,Female,Caucasian,32.0,2020-01-17,45061.0,0% ,United States,Miami,Still Working
E671,Julian Lee,IT Systems Architect,IT,Corporate,Male,Asian,55.0,2003-01-17,91399.0,0% ,United States,Seattle,Still Working
E672,Nicholas Avila,Enterprise Architect,IT,Research & Development,Male,Latino,32.0,2017-09-28,97336.0,0% ,United States,Austin,Still Working
E673,Hailey Watson,Sr. Manger,Accounting,Corporate,Female,Black,35.0,2017-01-20,124629.0,10% ,United States,Columbus,Still Working
E674,Willow Woods,Vice President,Human Resources,Speciality Products,Female,Caucasian,32.0,2021-07-25,231850.0,39% ,United States,Miami,Still Working
E675,Alexander Gonzales,Manager,Accounting,Research & Development,Male,Latino,38.0,2018-06-04,128329.0,8% ,United States,Phoenix,Still Working
E676,Aiden Gonzales,Vice President,Marketing,Speciality Products,Male,Latino,48.0,2021-03-28,186033.0,34% ,Brazil,Sao Paulo,Still Working
E677,Joshua Chin,Sr. Manger,Marketing,Manufacturing,Male,Asian,64.0,2021-07-26,121480.0,14% ,United States,Phoenix,Still Working
E678,Paisley Hall,Director,Human Resources,Speciality Products,Female,Caucasian,45.0,2010-05-21,153275.0,24% ,United States,Columbus,Still Working
E679,Allison Leung,Sr. Analyst,Sales,Research & Development,Female,Asian,66.0,2020-05-18,97830.0,0% ,United States,Austin,Still Working
E680,Hannah Mejia,Vice President,Marketing,Corporate,Female,Latino,51.0,1999-03-13,239394.0,32% ,United States,Austin,Still Working
E681,Elizabeth Huang,Analyst,Finance,Speciality Products,Female,Asian,66.0,2002-09-20,49738.0,0% ,China,Beijing,Still Working
E682,Abigail Garza,Analyst,Accounting,Manufacturing,Female,Latino,37.0,2018-05-27,45049.0,0% ,United States,Seattle,Still Working
E683,Raelynn Lu,Director,Finance,Research & Development,Female,Asian,31.0,2020-05-26,153628.0,29% ,China,Chongqing,2020-12-12
E684,Charles Luu,Sr. Manger,Sales,Manufacturing,Male,Asian,29.0,2021-06-15,142731.0,11% ,China,Shanghai,2022-06-03
E685,Lydia Espinoza,Sr. Manger,Marketing,Speciality Products,Female,Latino,33.0,2020-05-15,137106.0,12% ,Brazil,Sao Paulo,Still Working
E686,Adeline Thao,Vice President,Finance,Corporate,Female,Asian,58.0,2007-09-05,183239.0,32% ,United States,Seattle,Still Working
E687,Kinsley Dixon,Analyst,Accounting,Manufacturing,Female,Caucasian,32.0,2019-05-25,45819.0,0% ,United States,Miami,Still Working
E688,Natalia Vu,Analyst,Accounting,Research & Development,Female,Asian,58.0,2006-12-29,55518.0,0% ,United States,Columbus,Still Working
E689,Julia Mai,Manager,Marketing,Manufacturing,Female,Asian,54.0,2012-03-11,108134.0,10% ,China,Shanghai,Still Working
E690,Camila Evans,Manager,Marketing,Research & Development,Female,Black,59.0,1992-12-20,113950.0,9% ,United States,Miami,Still Working
E691,Everly Lai,Vice President,Marketing,Speciality Products,Female,Asian,56.0,1998-04-01,182035.0,30% ,United States,Chicago,Still Working
E692,Adam He,Director,Accounting,Speciality Products,Male,Asian,39.0,2017-08-16,181356.0,23% ,China,Beijing,Still Working
E693,Vivian Hunter,Account Representative,Sales,Corporate,Female,Black,30.0,2019-08-21,66084.0,0% ,United States,Seattle,Still Working
E694,Lucy Avila,Solutions Architect,IT,Speciality Products,Female,Latino,47.0,2010-04-22,76912.0,0% ,Brazil,Sao Paulo,Still Working
E695,Eliana Li,Test Engineer,Engineering,Research & Development,Female,Asian,67.0,2018-05-07,67987.0,0% ,United States,Miami,Still Working
E696,Logan Mitchell,Analyst II,Marketing,Manufacturing,Male,Caucasian,69.0,2005-08-20,59833.0,0% ,United States,Columbus,Still Working
E697,Dominic Dinh,Sr. Manger,Marketing,Speciality Products,Male,Asian,49.0,2005-04-11,128468.0,11% ,United States,Chicago,Still Working
E698,Lucas Daniels,Manager,Sales,Corporate,Male,Black,46.0,2011-05-29,102440.0,6% ,United States,Chicago,Still Working
E699,Andrew Holmes,Vice President,IT,Speciality Products,Male,Black,63.0,2010-12-30,246619.0,36% ,United States,Miami,Still Working
E700,Julia Sandoval,Manager,Human Resources,Corporate,Female,Latino,46.0,2017-11-19,101143.0,6% ,United States,Miami,Still Working
E701,Kennedy Vargas,Business Partner,Human Resources,Manufacturing,Female,Latino,49.0,2005-10-14,51404.0,0% ,Brazil,Manaus,2009-12-06
E702,Thomas Williams,Field Engineer,Engineering,Speciality Products,Male,Caucasian,49.0,2015-11-21,87292.0,0% ,United States,Columbus,Still Working
E703,Raelynn Hong,Director,Marketing,Speciality Products,Female,Asian,32.0,2019-12-11,182321.0,28% ,China,Beijing,Still Working
E704,Eli Reed,Systems Analyst,IT,Corporate,Male,Caucasian,55.0,2014-02-27,53929.0,0% ,United States,Miami,2017-12-22
E705,Lyla Yoon,Vice President,Accounting,Manufacturing,Female,Asian,42.0,2012-12-13,191571.0,32% ,United States,Austin,Still Working
E706,Hannah White,Sr. Manger,Accounting,Corporate,Female,Caucasian,66.0,2009-01-30,150555.0,13% ,United States,Phoenix,Still Working
E707,Theodore Xi,Manager,Finance,Corporate,Male,Asian,56.0,2009-10-05,122890.0,7% ,China,Shanghai,Still Working
E708,Ezra Liang,Vice President,Finance,Research & Development,Male,Asian,56.0,1997-05-26,216999.0,37% ,United States,Miami,Still Working
E709,Grayson Yee,Manager,Human Resources,Corporate,Male,Asian,52.0,2015-07-16,110565.0,9% ,China,Beijing,Still Working
E710,Eli Richardson,IT Coordinator,IT,Speciality Products,Male,Caucasian,42.0,2015-04-19,48762.0,0% ,United States,Seattle,Still Working
E711,Audrey Lee,Development Engineer,Engineering,Speciality Products,Female,Asian,55.0,2017-02-11,87036.0,0% ,China,Chongqing,Still Working
E712,Jameson Allen,Director,Marketing,Speciality Products,Male,Caucasian,36.0,2016-11-28,177443.0,16% ,United States,Seattle,Still Working
E713,Eliza Chen,Enterprise Architect,IT,Research & Development,Female,Asian,40.0,2016-04-29,75862.0,0% ,United States,Austin,Still Working
E714,Lyla Chen,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,49.0,2019-04-26,90870.0,0% ,United States,Chicago,Still Working
E715,Emily Doan,Engineering Manager,Engineering,Corporate,Female,Asian,36.0,2014-12-04,99202.0,11% ,United States,Phoenix,Still Working
E716,Jack Mai,Sr. Analyst,Marketing,Corporate,Male,Asian,49.0,2007-09-22,92293.0,0% ,China,Chengdu,Still Working
E717,Grayson Turner,Solutions Architect,IT,Corporate,Male,Caucasian,58.0,1992-06-30,63196.0,0% ,United States,Chicago,2014-10-26
E718,Ivy Tang,Development Engineer,Engineering,Speciality Products,Female,Asian,52.0,2012-05-03,65340.0,0% ,China,Shanghai,2018-05-09
E719,Robert Zhang,Vice President,Marketing,Corporate,Male,Asian,49.0,2015-09-24,202680.0,32% ,United States,Phoenix,2022-08-17
E720,Eva Alvarado,Computer Systems Manager,IT,Manufacturing,Female,Latino,50.0,2017-04-24,77461.0,9% ,Brazil,Sao Paulo,Still Working
E721,Abigail Vang,Operations Engineer,Engineering,Research & Development,Female,Asian,44.0,2016-09-09,109680.0,0% ,China,Chengdu,Still Working
E722,Claire Adams,Director,Sales,Manufacturing,Female,Black,65.0,1997-08-19,159567.0,28% ,United States,Phoenix,Still Working
E723,Theodore Marquez,Development Engineer,Engineering,Speciality Products,Male,Latino,58.0,2012-11-24,94407.0,0% ,Brazil,Sao Paulo,Still Working
E724,Hunter Nunez,Vice President,Human Resources,Corporate,Male,Latino,66.0,2002-08-16,234594.0,33% ,United States,Seattle,Still Working
E725,Charles Henderson,Systems Analyst,IT,Speciality Products,Male,Caucasian,52.0,2002-02-11,43080.0,0% ,United States,Austin,Still Working
E726,Camila Cortez,Manager,Marketing,Manufacturing,Female,Latino,33.0,2021-05-09,129541.0,8% ,United States,Phoenix,2021-05-24
E727,Aaron Garza,Director,Sales,Research & Development,Male,Latino,43.0,2013-12-27,165756.0,28% ,United States,Columbus,2020-06-09
E728,Jose Singh,Sr. Manger,Finance,Speciality Products,Male,Asian,48.0,2010-04-06,142878.0,12% ,United States,Columbus,Still Working
E729,Gabriel Joseph,Director,Engineering,Manufacturing,Male,Caucasian,56.0,2006-10-28,187992.0,28% ,United States,Miami,Still Working
E730,Natalia Santos,Vice President,Human Resources,Speciality Products,Female,Latino,49.0,2019-02-25,249801.0,39% ,Brazil,Sao Paulo,Still Working
E731,Dylan Wilson,Network Administrator,IT,Research & Development,Male,Caucasian,52.0,2006-09-27,76505.0,0% ,United States,Seattle,2007-04-08
E732,Robert Alvarez,Service Desk Analyst,IT,Corporate,Male,Latino,43.0,2016-10-21,84297.0,0% ,Brazil,Manaus,Still Working
E733,Samantha Chavez,Sr. Analyst,Sales,Speciality Products,Female,Latino,57.0,2017-01-09,75769.0,0% ,Brazil,Manaus,2020-07-17
E734,Samuel Bailey,Vice President,Accounting,Speciality Products,Male,Caucasian,45.0,2013-08-17,235619.0,30% ,United States,Seattle,Still Working
E735,Ezekiel Delgado,Director,Engineering,Speciality Products,Male,Latino,44.0,2020-02-07,187187.0,18% ,Brazil,Manaus,Still Working
E736,Benjamin Ramirez,Network Engineer,IT,Research & Development,Male,Latino,52.0,2005-07-27,68987.0,0% ,United States,Chicago,2006-04-22
E737,Anthony Carter,Director,Engineering,Speciality Products,Male,Caucasian,45.0,2007-03-15,155926.0,24% ,United States,Columbus,2008-05-30
E738,Ethan Tang,Sr. Analyst,Accounting,Speciality Products,Male,Asian,58.0,2016-05-04,93668.0,0% ,United States,Chicago,Still Working
E739,Sebastian Rogers,HRIS Analyst,Human Resources,Research & Development,Male,Caucasian,42.0,2019-11-29,69647.0,0% ,United States,Miami,2022-04-20
E740,Miles Thao,System AdministratorÊ,IT,Corporate,Male,Asian,61.0,2003-06-26,63318.0,0% ,United States,Columbus,Still Working
E741,William Cao,Sr. Analyst,Marketing,Manufacturing,Male,Asian,67.0,2017-02-12,77629.0,0% ,China,Beijing,Still Working
E742,Leo Hsu,Sr. Manger,Human Resources,Manufacturing,Male,Asian,66.0,2017-11-22,138808.0,15% ,China,Chongqing,Still Working
E743,Avery Grant,Enterprise Architect,IT,Research & Development,Female,Caucasian,53.0,2014-03-05,88777.0,0% ,United States,Chicago,Still Working
E744,Penelope Fong,Director,Accounting,Corporate,Female,Asian,64.0,2004-05-14,186378.0,26% ,China,Chongqing,Still Working
E745,Vivian Thao,Quality Engineer,Engineering,Research & Development,Female,Asian,49.0,2015-04-23,60017.0,0% ,United States,Chicago,Still Working
E746,Eva Estrada,Sr. Manger,Sales,Speciality Products,Female,Latino,49.0,2018-07-24,148991.0,12% ,Brazil,Sao Paulo,Still Working
E747,Emma Luna,Field Engineer,Engineering,Speciality Products,Female,Latino,56.0,2008-03-25,97398.0,0% ,Brazil,Manaus,Still Working
E748,Charlotte Wu,Sr. Business Partner,Human Resources,Manufacturing,Female,Asian,67.0,2007-05-02,72805.0,0% ,China,Shanghai,Still Working
E749,Vivian Chu,Sr. Account Representative,Sales,Research & Development,Female,Asian,50.0,2021-01-17,72131.0,0% ,China,Shanghai,Still Working
E750,Jayden Williams,Manager,Human Resources,Manufacturing,Male,Caucasian,68.0,1992-12-26,104668.0,8% ,United States,Columbus,Still Working
E751,Amelia Bell,Sr. Analyst,Sales,Manufacturing,Female,Caucasian,57.0,2017-08-05,89769.0,0% ,United States,Seattle,Still Working
E752,Addison Mehta,Manager,Sales,Corporate,Female,Asian,31.0,2018-09-15,127616.0,7% ,United States,Columbus,Still Working
E753,Alexander Jackson,Manager,Human Resources,Corporate,Male,Caucasian,49.0,2012-07-09,109883.0,7% ,United States,Columbus,Still Working
E754,Everly Lin,Business Partner,Human Resources,Manufacturing,Female,Asian,29.0,2021-03-15,47974.0,0% ,China,Chongqing,Still Working
E755,Lyla Stewart,Sr. Manger,IT,Speciality Products,Female,Caucasian,47.0,2015-03-27,120321.0,12% ,United States,Austin,Still Working
E756,Brooklyn Ruiz,IT Coordinator,IT,Manufacturing,Female,Latino,65.0,2014-08-10,57446.0,0% ,United States,Phoenix,Still Working
E757,Skylar Evans,Director,Accounting,Research & Development,Female,Caucasian,46.0,2009-06-04,174099.0,26% ,United States,Austin,Still Working
E758,Lincoln Huynh,Sr. Manger,Finance,Manufacturing,Male,Asian,67.0,2002-02-08,128703.0,13% ,United States,Austin,Still Working
E759,Hazel Griffin,Field Engineer,Engineering,Corporate,Female,Caucasian,36.0,2015-11-09,65247.0,0% ,United States,Phoenix,Still Working
E760,Charles Gonzalez,Quality Engineer,Engineering,Research & Development,Male,Latino,31.0,2018-09-28,64247.0,0% ,Brazil,Rio de Janerio,Still Working
E761,Leah Patterson,Manager,Human Resources,Research & Development,Female,Caucasian,37.0,2012-06-11,118253.0,8% ,United States,Austin,Still Working
E762,Avery Sun,Operations Engineer,Engineering,Manufacturing,Female,Asian,49.0,2004-03-11,109422.0,0% ,China,Chongqing,Still Working
E763,Isaac Yoon,Manager,Human Resources,Corporate,Male,Asian,45.0,2019-02-06,126950.0,10% ,United States,Chicago,Still Working
E764,Isabella Bui,Enterprise Architect,IT,Manufacturing,Female,Asian,40.0,2014-11-21,97500.0,0% ,United States,Miami,Still Working
E765,Gabriel Zhou,IT Coordinator,IT,Manufacturing,Male,Asian,29.0,2021-01-17,41844.0,0% ,China,Chongqing,Still Working
E766,Jack Vu,Analyst II,Accounting,Research & Development,Male,Asian,47.0,2014-02-10,58875.0,0% ,China,Chengdu,Still Working
E767,Valentina Moua,Account Representative,Sales,Manufacturing,Female,Asian,41.0,2015-11-10,64204.0,0% ,United States,Columbus,2021-04-20
E768,Quinn Trinh,Analyst II,Sales,Corporate,Female,Asian,46.0,2010-05-09,67743.0,0% ,China,Beijing,2014-12-25
E769,Caroline Nelson,Sr. Account Representative,Sales,Speciality Products,Female,Black,64.0,1997-07-30,71677.0,0% ,United States,Columbus,Still Working
E770,Miles Dang,IT Coordinator,IT,Speciality Products,Male,Asian,65.0,2000-09-24,40063.0,0% ,United States,Miami,Still Working
E771,Leah Bryant,IT Coordinator,IT,Manufacturing,Female,Caucasian,59.0,2004-04-30,40124.0,0% ,United States,Austin,Still Working
E772,Henry Jung,Automation Engineer,Engineering,Manufacturing,Male,Asian,61.0,2018-02-26,103183.0,0% ,United States,Austin,2021-07-09
E773,Benjamin Mai,System AdministratorÊ,IT,Corporate,Male,Asian,58.0,1998-06-15,95239.0,0% ,United States,Phoenix,Still Working
E774,Anna Han,Development Engineer,Engineering,Manufacturing,Female,Asian,33.0,2019-11-09,75012.0,0% ,United States,Chicago,Still Working
E775,Ariana Kim,Network Architect,IT,Manufacturing,Female,Asian,37.0,2014-06-29,96366.0,0% ,China,Chengdu,Still Working
E776,Alice Tran,Analyst,Marketing,Corporate,Female,Asian,43.0,2014-07-29,40897.0,0% ,United States,Seattle,Still Working
E777,Hailey Song,Manager,Finance,Research & Development,Female,Asian,41.0,2016-08-23,124928.0,6% ,China,Chongqing,Still Working
E778,Lydia Morales,Manager,Finance,Speciality Products,Female,Latino,55.0,2013-06-14,108221.0,5% ,Brazil,Manaus,Still Working
E779,Liam Sanders,Sr. Business Partner,Human Resources,Corporate,Male,Caucasian,50.0,2007-02-20,75579.0,0% ,United States,Seattle,Still Working
E780,Luke Sanchez,Sr. Manger,Human Resources,Manufacturing,Male,Latino,45.0,2015-12-27,129903.0,13% ,Brazil,Sao Paulo,Still Working
E781,Grace Sun,Director,Finance,Research & Development,Female,Asian,29.0,2021-04-17,186870.0,20% ,China,Shanghai,Still Working
E782,Ezra Banks,Analyst II,Sales,Research & Development,Male,Caucasian,41.0,2010-04-23,57531.0,0% ,United States,Chicago,Still Working
E783,Jayden Kang,Analyst,Finance,Research & Development,Male,Asian,50.0,2011-04-24,55894.0,0% ,United States,Seattle,Still Working
E784,Skylar Shah,Field Engineer,Engineering,Manufacturing,Female,Asian,46.0,2012-04-27,72903.0,0% ,United States,Phoenix,Still Working
E785,Sebastian Le,Analyst,Finance,Corporate,Male,Asian,41.0,2015-11-09,45369.0,0% ,China,Beijing,Still Working
E786,Luca Nelson,Manager,Finance,Speciality Products,Male,Caucasian,64.0,2010-06-15,106578.0,9% ,United States,Miami,Still Working
E787,Riley Ramirez,Sr. Business Partner,Human Resources,Research & Development,Female,Latino,56.0,1999-09-13,92994.0,0% ,United States,Chicago,Still Working
E788,Jaxon Fong,Sr. Analyst,Sales,Speciality Products,Male,Asian,63.0,1997-03-13,83685.0,0% ,China,Beijing,Still Working
E789,Kayden Jordan,Cloud Infrastructure Architect,IT,Research & Development,Male,Caucasian,52.0,2010-09-14,99335.0,0% ,United States,Phoenix,Still Working
E790,Alexander James,Sr. Manger,Human Resources,Manufacturing,Male,Caucasian,46.0,2013-04-18,131179.0,15% ,United States,Columbus,Still Working
E791,Connor Luu,Computer Systems Manager,IT,Speciality Products,Male,Asian,39.0,2016-05-03,73899.0,5% ,China,Chengdu,Still Working
E792,Christopher Lam,Vice President,Accounting,Manufacturing,Male,Asian,68.0,2013-03-29,252325.0,40% ,United States,Columbus,Still Working
E793,Sophie Owens,Analyst II,Finance,Research & Development,Female,Caucasian,34.0,2015-03-05,52697.0,0% ,United States,Seattle,Still Working
E794,Addison Perez,Operations Engineer,Engineering,Speciality Products,Female,Latino,33.0,2020-09-25,123588.0,0% ,Brazil,Sao Paulo,Still Working
E795,Hadley Dang,Vice President,Accounting,Corporate,Female,Asian,51.0,2021-12-26,243568.0,33% ,United States,Austin,Still Working
E796,Ethan Mehta,Director,Sales,Research & Development,Male,Asian,53.0,2001-07-20,199176.0,24% ,United States,Phoenix,Still Working
E797,Madison Her,Technical Architect,IT,Speciality Products,Female,Asian,60.0,1996-06-22,82806.0,0% ,United States,Seattle,Still Working
E798,Savannah Singh,Director,Marketing,Speciality Products,Female,Asian,57.0,1997-06-20,164399.0,25% ,United States,Seattle,Still Working
E799,Nevaeh Hsu,Sr. Manger,Human Resources,Manufacturing,Female,Asian,36.0,2017-04-14,154956.0,13% ,United States,Phoenix,Still Working
